Hotel/Resort Name,Type of Residence,Area,Rating,Rating,Reviews,Booking website 1,Booking website 1_Price,Booking website 2,Booking website 2 -Price,Booking website 3,Booking website 3 -Price,Cancellation Details,Breakfast Provision,Payement option,Discount
Fairfield Inn & Suites by Marriott Rawlins,Hotel,Rawlins,8.4,     Very good  ,1042,Booking.com,15484,Fairfield Inn,13925,Priceline,13217,,Breakfast included,Breakfast included,
Hampton Inn Victoria  TX,Hotel,Victoria,8.3,     Very good  ,1093,Booking.com,9779,Hampton Inn,9780,,,,Breakfast included,,Our lowest price
Holiday Inn Express & Suites Emporia,Hotel,Emporia,8.3,     Very good  ,2588,Hotels.com,12824,Holiday Inn Express,12823,Holiday Inn Express,12823,,Breakfast included,,
Hampton Inn Clarksdale  MS,,Clarksdale,8.2,     Very good  ,442,Booking.com,14136,Hampton Inn,14137,Priceline,14008,,Breakfast included,,Lower than hotel site
Best Western Plus Medical Center,,Amarillo,9.1,     Excellent  ,3129,Booking.com,8528,Trip.com,8531,,,,Breakfast included,,Our lowest price
Best Western Plus Peppertree Liberty Lake Inn,Hotel,Liberty Lake,8.3,     Very good  ,2118,Booking.com,11985,Hotels.com,11839,Hotels.com,11839,,Breakfast included,Breakfast included,10%
Holiday Inn Express & Suites Hearne,Hotel,Hearne,8.4,     Very good  ,765,Holiday Inn Express,11581,Trip.com,12444,,,,Breakfast included,Pay at the property,Our lowest price
Best Western Plus Carousel Inn & Suites Burlington,Hotel,Burlington,8.8,     Excellent  ,2229,Booking.com,10061,Hotels.com,10061,ZenHotels.com,10060,,Breakfast included,Breakfast included,14%
Fairfield Inn & Suites by Marriott Amarillo Airport,Hotel,Amarillo,8.6,     Excellent  ,1823,Booking.com,13305,Fairfield Inn,13304,ZenHotels.com,13303,,Breakfast included,Breakfast included,
Split Rock Resort,Hotel,Lake Harmony,6.3 ,     ,2977,Booking.com,10257,Hotels.com,12458,,,,Breakfast included,,28%
Best Western Park Hotel,,Warren,8.6,     Excellent  ,2021,Booking.com,11160,Hotels.com,10230,Hotels.com,10230,,Breakfast included,Breakfast included,
Cobblestone Inn & Suites - Winterset,Hotel,Winterset,8.9,     Excellent  ,1155,Booking.com,12118,Hotels.com,12117,Trip.com,10786,,Breakfast included,Breakfast included,
The Inn and Suites at 34 Fifty,Hotel,Abilene,7.5,     Good  ,2716,Booking.com,6925,Hotels.com,6925,ZenHotels.com,6841,,Breakfast included,,
Best Western Garden Hotel at Joshua Tree National Park,Hotel,Twentynine Palms,7.4 ,     ,2724,Booking.com,10300,Hotels.com,10300,ZenHotels.com,10298,,Breakfast included,Breakfast included,
Country Inn & Suites by Radisson  Albert Lea  MN,Hotel,Albert Lea,9,     Excellent  ,2521,Booking.com,10323,Hotels.com,10323,ZenHotels.com,10321,,Breakfast included,Breakfast included,
Drury Inn & Suites Cape Girardeau,Hotel,Cape Girardeau,8.9,     Excellent  ,2190,Booking.com,12311,Hotels.com,10986,Hotels.com,10986,,Breakfast included,Breakfast included,
Best Western Plus Gold Country Inn,Hotel,Winnemucca,8.5,     Excellent  ,2627,Booking.com,17617,Trip.com,17621,ZenHotels.com,17615,,Breakfast included,Breakfast included,
Comfort Suites Cicero Syracuse North,Hotel,Cicero,8,     Very good  ,2193,Booking.com,10139,Hotels.com,10139,Priceline,10138,,Breakfast included,,16%
Holiday Inn Express & Suites Center,Hotel,Center,8.4,     Very good  ,359,Holiday Inn Express,11661,Booking.com,13166,,,,Breakfast included,Pay at the property,Our lowest price
Holiday Inn Express & Suites Van Horn,Hotel,Van Horn,9,     Excellent  ,2240,Booking.com,14954,Holiday Inn Express,14954,,,,Breakfast included,,Our lowest price
Hotel Days Inn Westminster,Hotel,Westminster,7.3 ,     ,2624,Booking.com,7299,Hotels.com,7298,Priceline,7253,,Breakfast included,Breakfast included,
Days Inn Dilley,Hotel,Dilley,8.4,     Very good  ,271,Hotels.com,8464,DaysInn,8464,,,,Breakfast included,,Our lowest price
Super 8 Salmon,Hotel,Salmon,8.5,     Excellent  ,1629,Booking.com,12841,Trip.com,12843,Hotels.com,12165,,Breakfast included,Breakfast included,14%
La Quinta Inn & Suites Hinesville - Fort Stewart,Hotel,Hinesville,8,     Very good  ,1846,Booking.com,7966,La Quinta,7967,Trip.com,7125,,Breakfast included,,Lower than hotel site
Edge Water Inn,Hotel,Reedley,8.1,     Very good  ,2584,Booking.com,8089,Hotels.com,8089,Trip.com,7617,,Breakfast included,Pay at the property,
Holiday Inn Express & Suites Wauseon,Hotel,Wauseon,8.1,     Very good  ,1059,Holiday Inn Express,9417,Booking.com,10463,,,,Breakfast included,Pay at the property,18%
Holiday Inn Express & Suites Portland,Hotel,Portland,8.9,     Excellent  ,647,Hotels.com,12500,Holiday Inn Express,13889,,,,Breakfast included,Breakfast included,16%
SpringHill Suites Sioux Falls,Hotel,Sioux Falls,8.7,     Excellent  ,2287,Springhill Suites,11945,Booking.com,11945,Agoda,11944,,Breakfast included,Pay at the property,
Best Western Plus Eagle Lodge & Suites Entrance,Hotel,Eagle,8.5,     Excellent  ,2606,Booking.com,12390,Hotels.com,12390,Priceline,12242,,Breakfast included,Breakfast included,19%
ClubHouse Inn & Suites Topeka,Hotel,Topeka,8.5,     Excellent  ,2628,Hotels.com,9199,Booking.com,9184,Trip.com,8154,,Breakfast included,Breakfast included,
Hilton Garden Inn Salina,,Salina,9.3,     Excellent  ,1036,Booking.com,13314,Garden Inn,13315,Priceline,13127,,Breakfast included,Pay at the property,Lower than hotel site
Hotel 1620 at Plymouth Harbor,Hotel,Plymouth,8.2,     Very good  ,2506,Hotels.com,15933,Trip.com,12642,Trip.com,12642,,Breakfast included,,
Hotel Turning Stone Resort & Casino,Hotel,Verona,8.7,     Excellent  ,2603,Trip.com,14109,Hotels.com,12696,Hotels.com,12696,,Breakfast included,,
Quality Inn Upper Sandusky,Hotel,Upper Sandusky,7.4 ,     ,812,Booking.com,10391,Trip.com,9852,Hotels.com,9850,,Breakfast included,Breakfast included,
Value Host Motor Inn,,Marquette,8.5,     Excellent  ,2501,Booking.com,7458,Hotels.com,6525,Trip.com,6146,,Breakfast included,Breakfast included,11%
Quality Inn,,Kingston Springs,7.1 ,     ,845,Booking.com,7222,Hotels.com,7221,Hotels.com,7221,,Breakfast included,Breakfast included,
Hampton Inn Idaho Falls At The Mall  ID,Hotel,Idaho Falls,8.9,     Excellent  ,2563,Booking.com,10600,Hampton Inn,10693,Agoda,10599,,Breakfast included,Breakfast included,29%
Hotel Hampton Inn Shrewsbury,Hotel,New Freedom,8.9,     Excellent  ,1398,Booking.com,12071,Hampton Inn,12072,,,,Breakfast included,,Our lowest price
Hampton Inn And Suites Stroud,,Stroud,9.2,     Excellent  ,1379,Booking.com,7925,Hampton Inn,7925,,,,Breakfast included,,Our lowest price
Holiday Inn Express Princeton/I-77,Hotel,Princeton,8.5,     Excellent  ,1452,Booking.com,12133,Holiday Inn Express,12025,ZenHotels.com,12023,,Breakfast included,Breakfast included,
Hotel Quality Inn & Suites,Hotel,Robbinsville,8.7,     Excellent  ,126,Booking.com,13355,Trip.com,12690,Trip.com,12690,,Breakfast included,Breakfast included,
Sheraton Steamboat Resort Villas,Hotel,Oak Creek,9,     Excellent  ,1658,Marriott.com,12691,Booking.com,14931,Agoda,11532,,Breakfast included,,46%
Sleep Inn & Suites O Fallon,Hotel,O'Fallon,8.8,     Excellent  ,1962,Hotels.com,9189,Booking.com,9189,Trip.com,8603,,Breakfast included,,
Holiday Inn Express & Suites Alliance,Hotel,Alliance,8.4,     Very good  ,968,Holiday Inn Express,8748,Booking.com,8748,ZenHotels.com,8746,,Breakfast included,Breakfast included,
Holiday Inn Express & Suites Prosser - Yakima Valley Wine,Hotel,Grandview,9.2,     Excellent  ,1070,Booking.com,9904,Holiday Inn Express,10936,Agoda,9903,,Breakfast included,,18%
Comfort Suites University,,Brookings,9.3,     Excellent  ,1228,Booking.com,10410,Hotels.com,10548,,,,Breakfast included,,Our lowest price
Holiday Inn Express & Suites Bonifay,Hotel,Bonifay,8.5,     Excellent  ,1286,Holiday Inn Express,11506,Booking.com,12726,ZenHotels.com,11401,,Breakfast included,Pay at the property,Book with the hotel
Best Western Snowflake Inn,Hotel,Snowflake,8.3,     Very good  ,734,Booking.com,11130,Hotels.com,11557,,,,Breakfast included,,Our lowest price
Hilton Garden Inn Southern Pines Pinehurst,,Aberdeen,9.4,     Excellent  ,436,Booking.com,16416,Trip.com,15550,Priceline,15501,,Breakfast included,Pay at the property,
Natchez Grand Hotel,Hotel,Natchez,8.6,     Excellent  ,2963,Booking.com,22894,Hotels.com,22794,ZenHotels.com,19223,,Breakfast included,Breakfast included,
Inn At Santa Fe,Hotel,Santa Fe,8,     Very good  ,1600,Booking.com,7677,Trip.com,7687,Priceline,7616,,Breakfast included,Breakfast included,14%
Hampton Inn by Hilton Bedford,,Bedford,9,     Excellent  ,282,Booking.com,12242,Hampton Inn,12242,Hotels.com,12241,,Breakfast included,Breakfast included,
Holiday Inn Express & Suites Palatka Northwest,Hotel,Palatka,9.1,     Excellent  ,1171,Holiday Inn Express,15208,Booking.com,17738,,,,Breakfast included,Pay at the property,Our lowest price
Comfort Suites Alexandria,,Marksville,8.2,     Very good  ,2579,Booking.com,7796,Hotels.com,7793,ZenHotels.com,7792,,Breakfast included,,
Wingate by Wyndham,,Altoona,9.2,     Excellent  ,2497,Booking.com,11973,Hotels.com,11973,ZenHotels.com,11972,,Breakfast included,,
Oxford Suites Pendleton Oregon,Hotel,Pendleton,8.8,     Excellent  ,2585,Booking.com,12545,Hotel site,10622,Hotel site,10622,,Breakfast included,Breakfast included,
Arrowwood Resort and Conference Center,Hotel,Alexandria,7.6,     Good  ,1163,Booking.com,11827,Hotels.com,12807,ZenHotels.com,11825,,Breakfast included,Pay at the property,35%
Hampton Inn Matamoras Milford,Hotel,Matamoras,8.8,     Excellent  ,2597,Booking.com,18335,Hampton Inn,18336,,,,Breakfast included,,Our lowest price
Baymont Inn And Suites Logan,Hotel,Logan,7.1 ,     ,2583,Booking.com,11786,Trip.com,11219,ZenHotels.com,11215,,Breakfast included,Breakfast included,
Holiday Inn Carbondale-Conference Center,Hotel,Carbondale,8.6,     Excellent  ,2351,Booking.com,13305,Holiday Inn,13304,Holiday Inn,13304,,Breakfast included,,
Comfort Inn Mountain Home,Hotel,Mountain Home,8.4,     Very good  ,738,Booking.com,9815,Trip.com,9816,ZenHotels.com,9812,,Breakfast included,,
Holiday Inn Express & Suites Magnolia-Lake Columbia,Hotel,Magnolia,8.5,     Excellent  ,604,Holiday Inn Express,17188,Trip.com,17191,Hotels.com,16329,,Breakfast included,,Book with the hotel
El Capitan Resort Casino,,Hawthorne,8.2,     Very good  ,2435,Hotels.com,8138,Booking.com,8138,,,,Breakfast included,,Our lowest price
Hampton Inn Edenton,Hotel,Edenton,8.5,     Excellent  ,2119,Booking.com,15685,Hampton Inn,15651,Priceline,15573,,Breakfast included,Breakfast included,
Holiday Inn Express & Suites Worthington,Hotel,Worthington,8.7,     Excellent  ,520,Holiday Inn Express,13588,Booking.com,14304,,,,Breakfast included,Pay at the property,Our lowest price
Comfort Inn,,Bluffton,8.3,     Very good  ,794,Hotels.com,8237,Booking.com,8237,Trip.com,7850,,Breakfast included,,
Holiday Inn Express & Suites Tahlequah,Hotel,Tahlequah,8.8,     Excellent  ,1197,Holiday Inn Express,10391,Booking.com,10391,,,,Breakfast included,Pay at the property,Our lowest price
My Place Hotel-Jamestown  ND,Hotel,Jamestown,8.9,     Excellent  ,871,Booking.com,11909,Hotels.com,11909,ZenHotels.com,11907,,Breakfast included,Pay at the property,
Hilton Garden Inn Gainesville,Hotel,Gainesville,8.8,     Excellent  ,2099,Booking.com,16987,Garden Inn,16989,Trip.com,16683,,Breakfast included,Pay at the property,Lower than hotel site
Candlewood Suites Sidney,Hotel,Sidney,9.1,     Excellent  ,577,Candlewood Suites,7765,Booking.com,8395,,,,Breakfast included,,Our lowest price
Hotel Red Lion Pendleton,Hotel,Pendleton,7.1 ,     ,2507,Booking.com,8777,Hotels.com,8777,ZenHotels.com,8405,,Breakfast included,Pay at the property,
Best Western Canton Inn,Hotel,Canton,8.4,     Very good  ,1634,Booking.com,10815,Hotels.com,10815,,,,Breakfast included,,Our lowest price
Quality Inn & Suites Anderson,Hotel,Anderson,7.9,     Good  ,2632,Booking.com,9229,Hotels.com,8767,ZenHotels.com,8765,,Breakfast included,Breakfast included,
Super 8 Quartzsite Az,Hotel,Quartzsite,6.8 ,     ,457,Booking.com,9072,Trip.com,10272,,,,Breakfast included,,Our lowest price
Clarion Pointe New Bern,,New Bern,8.7,     Excellent  ,439,Hotels.com,10512,,,,,,Breakfast included,,14%
Best Western Dunmar Inn,Hotel,Evanston,8.5,     Excellent  ,2614,Hotels.com,11651,Booking.com,11547,Booking.com,11547,,Breakfast included,Breakfast included,
Country Inn & Suites by Radisson  Warner Robins  GA,Hotel,Warner Robins,8,     Very good  ,1843,Booking.com,12722,Trip.com,14897,,,,Breakfast included,,Our lowest price
Flagship Inn,Hotel,Ashland,8.6,     Excellent  ,2545,Booking.com,8283,Hotels.com,8283,Trip.com,7994,,Breakfast included,Pay at the property,17%
Days Inn by Wyndham Elizabethtown,Hotel,Elizabethtown,6.1 ,     ,11065,Hotels.com,6282,Expedia,6282,,,,Breakfast included,,Our lowest price
Vagabond Inn Bishop,Hotel,Bishop,7.9,     Good  ,3889,Booking.com,9984,Hotels.com,9919,Trip.com,9077,,Breakfast included,Pay at the property,
Briarwood Inns,,Montrose,8.1,     Very good  ,492,Booking.com,8197,Hotels.com,7398,ZenHotels.com,7329,,Breakfast included,Pay at the property,
Wyndham,,Nashville,8.6,     Excellent  ,2489,Hotels.com,12613,,,,,,Breakfast included,,Our lowest price
FairBridge Inn & Suites Batavia-Darien Amusement Park,Hotel,Batavia,7.1 ,     ,2354,Hotels.com,6590,Booking.com,6716,,,,Breakfast included,,18%
Super 8 Motel - Lewistown,Motel,Lewistown,8.4,     Very good  ,784,Booking.com,8803,Hotels.com,8803,ZenHotels.com,8802,,Breakfast included,Breakfast included,
Hotel Econo Lodge Lebanon,Hotel,Lebanon,7.5,     Good  ,2583,Booking.com,6077,Hotels.com,6077,Trip.com,5434,,Breakfast included,Breakfast included,
Clarion Inn & Suites Springfield,Hotel,Springfield,8.3,     Very good  ,2547,Booking.com,7935,Hotels.com,7879,ZenHotels.com,7878,,Breakfast included,Breakfast included,
Hampton Inn Oxford,Hotel,Oxford,9.1,     Excellent  ,1541,Booking.com,17343,Hampton Inn,17344,Agoda,17342,,Breakfast included,Breakfast included,24%
Sleep Inn & Suites Princeton,Hotel,Princeton,8.1,     Very good  ,2510,Booking.com,9311,Hotels.com,9229,Trip.com,8266,,Breakfast included,Breakfast included,
Days Inn By Wyndham Prescott,,Prescott,9.1,     Excellent  ,2587,Booking.com,7923,Hotels.com,7922,Hotels.com,7922,,Breakfast included,Breakfast included,
Home2 Suites By Hilton Baytown  Texas,,Baytown,8.7,     Excellent  ,513,Hotels.com,10693,Home2,10694,,,,Breakfast included,,Our lowest price
Sleep Inn & Suites Smyrna,Hotel,Smyrna,8.1,     Very good  ,2704,Booking.com,9369,Hotels.com,9369,Trip.com,8173,,Breakfast included,Breakfast included,
Comfort Suites Bloomsburg,Hotel,Bloomsburg,8.3,     Very good  ,2654,Booking.com,10823,Hotels.com,10823,ZenHotels.com,10821,,Breakfast included,,12%
Holiday Inn Express & Suites Concordia US81,Hotel,Concordia,8.8,     Excellent  ,919,Holiday Inn Express,12280,Booking.com,12280,ZenHotels.com,12277,,Breakfast included,Breakfast included,
Comfort Suites,Hotel,Uniontown,8.4,     Very good  ,1840,Hotels.com,10975,Booking.com,10976,ZenHotels.com,10974,,Breakfast included,,
Best Western Plus Pleasanton Hotel,Hotel,Pleasanton,8.4,     Very good  ,557,Booking.com,12826,Hotels.com,12826,ZenHotels.com,12824,,Breakfast included,Breakfast included,
Super 8 Ava,Hotel,Ava,7.6,     Good  ,693,Booking.com,8197,Trip.com,8198,Priceline,8160,,Breakfast included,Breakfast included,
Fairfield Inn & Suites by Marriott Conway,Hotel,Conway,8.9,     Excellent  ,1310,Booking.com,9197,Fairfield Inn,9227,ZenHotels.com,9196,,Breakfast included,,Lower than hotel site
Comfort Inn & Suites East Ellijay,,Ellijay,9.1,     Excellent  ,825,Hotels.com,13375,Booking.com,13611,,,,Breakfast included,,Our lowest price
Comfort Suites,Hotel,Gallup,8.8,     Excellent  ,2642,Booking.com,9291,Hotels.com,9271,Trip.com,8893,,Breakfast included,,
Hotel AmericInn of Medora,Hotel,Medora,8.6,     Excellent  ,2555,Hotels.com,9922,Booking.com,9908,Trip.com,8214,,Breakfast included,Breakfast included,50%
Avid Hotel Midland,,Midland,8.5,     Excellent  ,692,Booking.com,10342,avid,10342,,,,Breakfast included,,Our lowest price
Best Western Dayton,Hotel,Dayton,7.7,     Good  ,707,Booking.com,9389,Hotels.com,9388,ZenHotels.com,9387,,Breakfast included,Breakfast included,
Hampton Inn & Suites Alexandria,Hotel,Alexandria,9.2,     Excellent  ,1382,Booking.com,10894,Hampton Inn,10895,Hotels.com,10893,,Breakfast included,Breakfast included,28%
Courtyard Oneonta Cooperstown Area,Hotel,Oneonta,9,     Excellent  ,1548,Booking.com,16035,Hotels.com,16035,,,,Breakfast included,,35%
Stoney Creek Wausau,Hotel,Rothschild,8.7,     Excellent  ,2622,Booking.com,8313,Hotels.com,8185,ZenHotels.com,7224,,Breakfast included,Breakfast included,
Fairfield Inn & Suites Madison,,Madison,9.4,     Excellent  ,455,Booking.com,17618,Fairfield Inn,17618,ZenHotels.com,17616,,Breakfast included,Breakfast included,
Towneplace Suites By Marriott Kingsville,,Kingsville,8.3,     Very good  ,191,Booking.com,15895,Trip.com,15898,Hotels.com,15894,,Breakfast included,Breakfast included,
Super 8 Parker,Hotel,Parker,7.3 ,     ,1344,Booking.com,8684,Trip.com,8686,Priceline,8215,,Breakfast included,Breakfast included,
Kalaloch Lodge,Hotel,Kalaloch,8.6,     Excellent  ,1280,Trip.com,21074,ZenHotels.com,25631,,,,Breakfast included,,11%
Holiday Inn Express & Suites Mobile West - I-65,Hotel,Mobile,8.1,     Very good  ,2359,Booking.com,8611,Hotels.com,8611,Agoda,8528,,Breakfast included,Breakfast included,
Townplace Suites Elko,,Elko,8.7,     Excellent  ,865,TownePlace,19047,Booking.com,18882,Agoda,18881,,Breakfast included,Pay at the property,
Walnut Creek Marriott,Hotel,Walnut Creek,8.2,     Very good  ,2712,Booking.com,17571,Hotels.com,14935,ZenHotels.com,14933,,Breakfast included,Pay at the property,
Aloft Lubbock,Hotel,Lubbock,8.5,     Excellent  ,640,Booking.com,14262,Aloft,11293,Aloft,11293,,Breakfast included,Pay at the property,
Quality Suites Kansas City International Airport,Hotel,Weatherby Lake,7.5,     Good  ,2648,Hotels.com,7499,Booking.com,7194,Agoda,7035,,Breakfast included,Breakfast included,
Hotel Hampton Inn & Suites Nacogdoches,Hotel,Nacogdoches,8.9,     Excellent  ,1726,Booking.com,12812,Hampton Inn,12813,Hotels.com,12811,,Breakfast included,,Lower than hotel site
Candlewood Suites Bemidji,Hotel,Bemidji,8.8,     Excellent  ,1566,Candlewood Suites,11485,Trip.com,11487,ZenHotels.com,11483,,Breakfast included,,14%
Comfort Suites Lawton,Hotel,Lawton,8,     Very good  ,1299,Booking.com,13048,Trip.com,13050,ZenHotels.com,13045,,Breakfast included,,
Towneplace Suites Sacramento Elk Grove,,Elk Grove,9.2,     Excellent  ,353,Booking.com,18440,Hotels.com,17034,Agoda,16633,,Breakfast included,Breakfast included,
Studio 6 Baytown  Tx - Garth Road,,Baytown,6.4 ,     ,327,Hotels.com,3963,Booking.com,4405,,,,Breakfast included,Pay at the property,Our lowest price
Pavilion Hotel,Hotel,Avalon,9.4,     Excellent  ,2518,Trip.com,22607,Booking.com,25121,Agoda,16569,,Breakfast included,,19%
Hampton Inn White House,Hotel,White House,8.8,     Excellent  ,2083,Booking.com,12733,Hampton Inn,12733,Hotels.com,12732,,Breakfast included,Breakfast included,
Inn on the Square,Hotel,Greenwood,9.2,     Excellent  ,1220,Booking.com,11456,Hotels.com,10310,Hotels.com,10310,,Breakfast included,Pay at the property,
Hampton Inn Bedford,Hotel,Bedford,8.7,     Excellent  ,1449,Booking.com,14280,Hampton Inn,14281,,,,Breakfast included,,Our lowest price
Hampton Inn Gallatin,Hotel,Gallatin,9.1,     Excellent  ,1004,Booking.com,16424,Hampton Inn,16425,,,,Breakfast included,,Our lowest price
Hampton Inn & Suites Carlsbad,Hotel,Carlsbad,8.8,     Excellent  ,1171,Booking.com,24561,Hampton Inn,24589,Priceline,24468,,Breakfast included,,Lower than hotel site
Comfort Inn North of Asheville,Hotel,Mars Hill,8.4,     Very good  ,1545,Booking.com,8528,Hotels.com,8306,Priceline,8251,,Breakfast included,,22%
Hotel Four Points by Sheraton Williston,Hotel,Williston,8.2,     Very good  ,780,Booking.com,15613,Hotels.com,14043,ZenHotels.com,14041,,Breakfast included,Pay at the property,
Hotel Drury Inn & Suites Saint Joseph,Hotel,Saint Joseph,8.9,     Excellent  ,2504,Booking.com,14444,Hotels.com,12999,Trip.com,12388,,Breakfast included,Breakfast included,
Holiday Inn Express Mccook,Hotel,McCook,8.6,     Excellent  ,464,Holiday Inn Express,11052,Booking.com,11052,Priceline,11001,,Breakfast included,Breakfast included,
La Quinta Inn & Suites Kanab,,Kanab,9.2,     Excellent  ,3011,Booking.com,8617,Hotels.com,8636,,,,Breakfast included,,Our lowest price
Holiday Inn Express Little Rock-Airport,Hotel,Little Rock,8,     Very good  ,2581,Holiday Inn Express,10023,Booking.com,10023,ZenHotels.com,9987,,Breakfast included,Pay at the property,
Comfort Inn & Suites Tooele,Hotel,Tooele,9,     Excellent  ,1573,Hotels.com,14895,Booking.com,14895,Trip.com,14194,,Breakfast included,,
Holiday Inn Express And Suites White Hall,Hotel,White Hall,8.9,     Excellent  ,762,Holiday Inn Express,12254,Booking.com,12254,Priceline,12168,,Breakfast included,Breakfast included,
Attica Inn,,Attica,8,     Very good  ,270,Booking.com,6233,Hotels.com,6233,,,,Breakfast included,Pay at the property,17%
Hampton Inn Forrest City,Hotel,Forrest City,8.9,     Excellent  ,1983,Booking.com,14593,Hampton Inn,14594,Priceline,14550,,Breakfast included,,Lower than hotel site
Hampton Inn Spring Hill,Hotel,Spring Hill,8.1,     Very good  ,1702,Booking.com,11253,Hampton Inn,11254,,,,Breakfast included,,Our lowest price
Springhill Suites Wrentham Plainville,,Wrentham,9.2,     Excellent  ,1708,Booking.com,10970,TownePlace,10226,Agoda,9677,,Breakfast included,,32%
Holiday Inn Express & Suites Warrensburg North,,Warrensburg,8.8,     Excellent  ,376,Holiday Inn Express,10341,Booking.com,10510,,,,Breakfast included,,Our lowest price
Yosemite Gateway Motel,Hotel,Lee Vining,7.3 ,     ,1894,Hotels.com,12857,Agoda,12857,,,,Breakfast included,,25%
Best Western Executive Inn,Hotel,Kenosha,8.6,     Excellent  ,2641,Booking.com,8313,Hotels.com,8313,Agoda,5852,,Breakfast included,Breakfast included,
Hotel Super 8 Bath Hammondsport Area,Hotel,Bath,7.3 ,     ,1145,Booking.com,6991,Super 8,6991,ZenHotels.com,6990,,Breakfast included,Breakfast included,
Hampton Inn & Suites Gilroy  Ca,,Gilroy,9.3,     Excellent  ,790,Booking.com,20756,Hampton Inn,20757,Hotels.com,20755,,Breakfast included,,Lower than hotel site
Hotel Mead & Conference Center,Hotel,Wisconsin Rapids,8.2,     Very good  ,1878,Booking.com,9911,Hotels.com,8077,ZenHotels.com,8076,,Breakfast included,Pay at the property,12%
The Inn at Cross Keys Station,Hotel,Madras,8.9,     Excellent  ,2031,Booking.com,12542,Hotels.com,11698,Trip.com,11051,,Breakfast included,Breakfast included,
Country Inn & Suites by Radisson  Fergus Falls  MN,Hotel,Fergus Falls,8.3,     Very good  ,1101,Booking.com,13012,Trip.com,13015,ZenHotels.com,13010,,Breakfast included,Breakfast included,
Holiday Inn Express & Suites Lenoir City Knoxville Area,Hotel,Lenoir City,8.6,     Excellent  ,1126,Booking.com,14987,Holiday Inn Express,14956,Destinia,14904,,Breakfast included,Breakfast included,
Comfort Inn Concord,Hotel,Concord,8.2,     Very good  ,2661,Booking.com,12101,Trip.com,10426,Trip.com,10426,,Breakfast included,Breakfast included,
Holiday Inn Express And Suites Denton South,Hotel,Denton,8.7,     Excellent  ,973,Booking.com,11766,Holiday Inn Express,11101,Trip.com,10724,,Breakfast included,Breakfast included,
Hotel Hampton Inn Kerrville,Hotel,Kerrville,8.6,     Excellent  ,1721,Booking.com,13733,Hampton Inn,13734,,,,Breakfast included,,Our lowest price
Radisson Bentley,,Alexandria,8.4,     Very good  ,1640,Booking.com,11583,Hotels.com,11583,Prestigia,11315,,Breakfast included,,
SpringHill Suites by Marriott Waco Woodway,Hotel,Woodway,9.3,     Excellent  ,2657,Springhill Suites,11390,Booking.com,11390,ZenHotels.com,11388,,Breakfast included,,
Fairfield Inn & Suites By Marriott Liberal,Hotel,Liberal,9.2,     Excellent  ,1170,Booking.com,12199,Hotels.com,12198,ZenHotels.com,12197,,Breakfast included,,
Holiday Inn Express White House,Hotel,White House,8.1,     Very good  ,1202,Holiday Inn Express,12535,Booking.com,12535,,,,Breakfast included,,Our lowest price
Residence Inn by Marriott Monroe,Hotel,Monroe,7.8,     Good  ,812,Booking.com,12346,Residence Inn,12346,ZenHotels.com,12286,,Breakfast included,Breakfast included,
Best Western Pendleton Inn,Hotel,Pendleton,8.7,     Excellent  ,2230,Booking.com,12690,Hotels.com,12690,Agoda,12482,,Breakfast included,Breakfast included,10%
Best Western Mesquite Inn,Hotel,Mesquite,8.5,     Excellent  ,2578,Booking.com,15824,Trip.com,15827,,,,Breakfast included,,Our lowest price
Holiday Inn Express & Suites Borger,Hotel,Borger,9.1,     Excellent  ,660,Holiday Inn Express,15314,Booking.com,16176,,,,Breakfast included,Pay at the property,Our lowest price
Holiday Inn Express - Lockport,,Buffalo,8.6,     Excellent  ,369,Hotels.com,10157,Holiday Inn Express,10157,,,,Breakfast included,,18%
La Quinta Inn & Suites Dallas South-DeSoto,Hotel,DeSoto,8.3,     Very good  ,2664,Hotels.com,8295,La Quinta,8295,ZenHotels.com,8291,,Breakfast included,Breakfast included,15%
Clarion Inn Ontario,Hotel,Ontario,7.9,     Good  ,2549,Booking.com,7667,Trip.com,6626,Trip.com,6626,,Breakfast included,Pay at the property,16%
Microtel Inn & Suites By Wyndham Pleasanton,Hotel,Pleasanton,7.8,     Good  ,821,Hotels.com,10241,Booking.com,10063,Destinia,8397,,Breakfast included,Breakfast included,
Best Western Inn Of Brenham,Hotel,Brenham,8.6,     Excellent  ,331,Booking.com,8370,Trip.com,8371,Agoda,8369,,Breakfast included,Breakfast included,
La Quinta Inn & Suites Beeville,Hotel,Beeville,8.9,     Excellent  ,912,Hotels.com,7551,La Quinta,8040,ZenHotels.com,7550,,Breakfast included,,Lower than hotel site
Motel 6 Porterville,Hotel,Porterville,6.5 ,     ,1327,Booking.com,7023,Hotels.com,6322,Trip.com,5550,,Breakfast included,Pay at the property,
Blockade Runner Beach Resort,Hotel,Wrightsville Beach,8.3,     Very good  ,2665,Hotels.com,13966,Trip.com,13222,Trip.com,13222,,Breakfast included,,44%
Hampton Inn & Suites Memphis Germantown,Hotel,Germantown,9.2,     Excellent  ,1841,Booking.com,20831,Garden Inn,15835,Garden Inn,15835,,Breakfast included,Breakfast included,
Country Inn & Suites by Radisson  Fairborn South  OH,Hotel,Beavercreek,8.6,     Excellent  ,2535,Booking.com,8108,Hotels.com,8107,Trip.com,7891,,Breakfast included,Breakfast included,25%
